cik,company_name,ticker
1119639,,PBR-A
1119643,,NPHC
1119769,,CRNT
1119774,,CGEN
1120193,,NDAQ
1120370,,BWEN
1120914,,PDFS
1120970,,LODE
1121404,,SNY
1121404,,SNYNF
1121484,,OIS
1121702,,YTEN
1121788,,GRMN
1121795,,GHST
1122020,,PCSV
1122411,,ASX
1122491,,BRFS
1122904,,NTGR
1122976,,AVNT
1122993,,BMXI
1123134,,IMOS
1123267,,HANNF
1123360,,GPN
1123452,,ASR
1123452,,ASRMF
1123494,,HBIO
1123596,,BABB
1123658,,SNPMF
1123799,,WIT
1124105,,GYRE
1124140,,EXAS
1124198,,FLR
1124524,,CYRX
1124796,,LASR
1124804,,MDRX
1124941,,BECN
1124959,,XSIAX
1125259,,CUK
1125259,,CUKPF
1125345,,MGNX
1125376,,ENSG
1125699,,DLYT
1126234,,LUMO
1126328,,PFG
1126741,,GSIT
1126956,,SR
1126956,,SR-PA
1127007,,CAPV
1127055,,VIVHY
1127055,,VVVNF
1127248,,EMRAF
1127248,,ERRAF
1127248,,EMICF
1127371,,CWBC
1127475,,DBMM
1127537,,LUNG
1127703,,PRA
1127993,,GAXYQ
1128189,,PKTX
1128252,,SIPN
1128281,,SKAS
1128353,,ETCK
1128361,,HOPE
1128928,,FLO
1129137,,AMX
1129137,,AMXOF
1129155,,MPX
1129928,,ONCY
1130144,,BSRR
1130166,,CYCC
1130166,,CYCCP
1130310,,CNP
1130464,,BKH
1130598,,TRAW
716314,,GHM
716605,,PWOD
716634,,RDI
716634,,RDIB
716643,,RGS
717423,,MUR
717538,,AROW
717605,,HXL
717720,,VALU
717806,,FUSB
717826,,ERIC
717826,,ERIXF
717954,,UNF
718332,,RAVE
718413,,CMTV
718937,,STAA
718940,,BCE
718940,,BECEF
718940,,BCAEF
718940,,BCEFF
718940,,BCEIF
718940,,BCEPF
718940,,BCEXF
718940,,BCPPF
719135,,APYX
719220,,STBA
719245,,WEBNF
719274,,GIGA
719402,,FXNC
719413,,HL
719413,,HL-PB
719733,,KTCC
719739,,SIVBQ
719955,,WSM
720005,,RJF
720005,,RJF-PB
720154,,NOTV
720500,,ASYS
720672,,SF
720672,,SF-PB
720672,,SFB
720672,,SF-PC
720672,,SF-PD
720762,,NIMU
720858,,ITIC
720875,,DYNT
721371,,CAH
721693,,CREG
721994,,LKFN
722313,,NSYS
722572,,FKWL
723125,,MU
723188,,CBU
723254,,CTAS
723531,,PAYX
723533,,LWLW
723603,,CULP
723612,,CAR
723646,,FRAF
723733,,MUSS
724004,,MLAB
724445,,BZYR
724742,,TPHS
724910,,NVEC
725363,,CVM
725394,,DFCO
725929,,BTDG
726601,,CCBG
726728,,O
726728,,O-P
726854,,CHCO
726958,,CASY
727207,,AXDX
727273,,CDZI
727273,,CDZIP
727346,,GBCS
727510,,ENZN
727634,,ISGN
1130713,,BYON
1130781,,VIRA
1130889,,CNCL
1131312,,ZNOG
1131312,,ZNOGW
1131343,,ATHE
1131343,,PRNAF
1131345,,NVZMY
1131345,,NVZMF
1131383,,STN
1131399,,GSK
1131399,,GLAXF
1131554,,SNCR
1131554,,SNCRL
1131903,,FCCN
1132105,,SPWH
1132509,,NNAX
1132597,,ITUB
1132651,,ATLO
1132924,,CHT
1132979,,FRCB
1133062,,JANL
1133116,,ACPS
1133192,,VPER
1133311,,TZOO
1133416,,GALT
1133421,,NOC
1133470,,CVGW
1133519,,MCUJF
1133818,,BPTH
1133869,,CAPR
1134115,,THM
1134765,,CHUC
1134982,,AAPI
1135951,,RDY
1136174,,OTRK
1136174,,OTRKP
1136294,,WLMSQ
1136869,,ZBH
1136893,,FIS
1137091,,PSIX
1137390,,BNY
1137391,,BFZ
1137393,,BFK
1137547,,UBFO
1137774,,PRU
1137774,,PFH
1137774,,PRH
1137774,,PRS
1137789,,STX
1137883,,BCLI
1137887,,NZF
1138118,,CBRE
1138476,,PFHO
1138586,,XCRT
1138639,,INFN
1138723,,ARAY
1138724,,GAHC
1138867,,EESH
1138978,,NVOS
1140102,,HQI
1140215,,REED
1140392,,PMF
1140410,,PNF
1140411,,PCQ
1140536,,WTW
1140625,,EQNR
1140625,,STOHF
1140859,,COR
1141103,,CCRN
1141197,,PED
1141240,,LQMT
1141284,,ASNS
1141391,,MA
1141688,,LARK
1141788,,HDVY
1141964,,PCMC
1142417,,NXST
1142750,,AMN
1143513,,GLAD
1143513,,GLADZ
1143994,,MRPT
1144169,,ECOX
1144215,,AYI
1144392,,MGON
1144546,,HWTR
1144800,,TAC
1144800,,TACPF
1144800,,TSLTF
1144879,,APLD
1144967,,HDB
1144980,,ABG
1145197,,PODD
1145255,,HNNA
1145255,,HNNAZ
1145604,,NIKA
1145898,,CWNOF
1145986,,ASPN
1156039,,ELV
1156041,,HUSA
1156375,,CME
1156388,,BGFV
728385,,MEEC
728387,,CATX
728535,,JBHT
729580,,BELFA
729580,,BELFB
729986,,UBSI
730263,,THO
730272,,RGEN
730349,,TOFB
730464,,ATGE
730669,,FCIC
730708,,SBCF
731012,,HCSG
731122,,CCFN
731245,,PDNLA
731653,,UBCP
731766,,UNH
731802,,ATO
732026,,TRT
732417,,HBIA
732712,,VZ
732717,,T
732717,,TBB
732717,,TBC
732717,,T-PA
732717,,T-PC
733099,,RCI
733099,,RCIAF
733269,,RAMP
733337,,PWCO
733590,,TCI
736012,,INTZ
736772,,CCNE
736772,,CCNEP
737207,,ATRX
737468,,WASH
737758,,TTC
737875,,FKYS
738214,,AMTX
739421,,CZFS
740260,,VTR
740663,,FLIC
740664,,RFIL
740806,,FMBM
740971,,OPOF
742278,,RES
1156784,,COWI
1156831,,QBCRF
1156831,,QBCAF
1157075,,PMCB
1157408,,LRN
1157557,,CIG
1157557,,CIG-C
1157601,,MDGL
1157647,,WNEB
1157762,,CAAS
1157842,,RQI
1158114,,AAOI
1158172,,SCOR
1158289,,JRS
1158324,,CCOI
1158399,,BRCNF
1158420,,GGEI
1158449,,AAP
1158463,,JBLU
1158780,,PLUR
1158838,,ATEYY
1158838,,ADTTF
1158895,,LMAT
1159036,,HALO
1159152,,JHX
1159152,,JHIUF
1159167,,IRBT
1159508,,DB
1159508,,ADZCF
1159508,,DEENF
1159508,,DGP
1159508,,DGZ
1159508,,DZZ
1159508,,OLOXF
1160106,,LYG
1160106,,LLDTF
1160106,,LLOBF
1160308,,SVRA
1160330,,BBD
1160330,,BBDO
1160420,,ADIA
1160791,,GORO
1160798,,OOGI
1160846,,OIBRQ
1160864,,BHK
1160990,,PCN
1161125,,BCH
1161167,,AIQUY
1161167,,AIQUF
1161582,,PHOT
1161611,,ALMMF
1161728,,MGEE
1161814,,KIQSF
1162027,,AFB
1162194,,LAB
1162283,,MGHL
1162461,,CUTR
1162896,,PROP
1163165,,COP
1163302,,X
1163370,,NRIM
1163389,,NWPP
1163560,,GTMAY
1163609,,SDSYA
1163653,,NMR
1163653,,NRSCF
1163668,,SPFI
1163739,,NBR
1163739,,NBRWF
1163792,,WEA
1164256,,DBRM
1164727,,NEM
1164727,,NEMCL
1164771,,NAK
1164863,,NPO
1165002,,WHG
1165320,,GBLX
1166003,,XPO
1166258,,PHT
1166272,,GENE
1166272,,GNTLF
1166388,,VRNT
1166663,,TNP
1166663,,TNP-PE
1166663,,TNP-PF
1166691,,CMCSA
1166691,,CCZ
1166708,,BWMG
1166834,,SHLT
1166928,,WTBA
1167379,,ALC
1167419,,RIOT
1168455,,PLBC
1168981,,LVRLF
1169034,,BHV
1169138,,GBUX
1169245,,PHASQ
1169445,,TBRG
1169561,,CVLT
1169770,,BANC
1169770,,BANC-PF
1169987,,HTGMQ
1170010,,KMX
743238,,SHYF
743367,,BHB
743758,,AIAD
744187,,REX
744218,,CLDX
744452,,APDN
744452,,APPDW
744825,,AMS
745308,,JOE
745543,,PBAJ
745732,,ROST
746210,,OBLG
746514,,NEN
746515,,EXPD
746598,,BRC
746838,,UIS
747540,,SPRS
748268,,RCAT
748592,,ERNA
748691,,KF
748790,,GCEH
749098,,MGA
749251,,IT
749647,,IMNN
749660,,ICAD
750004,,LNW
750004,,LAWIL
750558,,QNBC
750574,,AUBN
750577,,HWC
750577,,HWCPZ
750686,,CAC
751364,,NNN
751365,,VIRC
751978,,VICR
752294,,ELST
752642,,UMH
752642,,UMH-PD
752714,,MGRC
753308,,NEE
753308,,NEE-PN
753308,,NEE-PR
753308,,NEE-PS
754811,,GROW
755001,,UTL
756894,,GOLD
1170299,,PML
1170300,,PCK
1170311,,PNI
1170858,,SBS
1171155,,RLGT
1171326,,EUBG
1171471,,CHI
1171486,,NRP
1171759,,RRGB
1171838,,SUND
1172052,,SAFT
1172069,,PTOS
1172178,,LBSR
1172222,,HA
1172358,,DMLP
1172631,,SUNWQ
1172724,,GFI
1172724,,GFIOF
1173204,,CNVS
1173313,,ABVC
1173382,,CAE
1173420,,NG
1173489,,CEVA
1173514,,HY
1173643,,TRX
1174164,,FFC
1174169,,AQN
1174169,,AGQPF
1174169,,AQNB
1174850,,NIC
1174891,,GEDC
1174922,,WYNN
1174940,,OGEN
1175151,,CTSO
1175454,,CPAY
1175483,,DSHK
1175483,,DSHKN
1175483,,DSHKO
1175483,,DSHKP
1175535,,WSR
1175596,,AXREF
1175680,,CYDY
1176194,,BLE
1176199,,HPI
1176309,,ORMP
1176334,,MMLP
1176948,,ARES
1176984,,EIM
1177161,,EVM
1177162,,ENX
1177167,,LMDCF
1177394,,SNX
1177609,,FIVE
1177648,,ENTA
1177702,,SAIA
1178253,,SCYX
1178660,,CSSI
1178670,,ALNY
1178697,,SONM
1178727,,COMS
1178819,,AGI
1178839,,NBH
1178879,,FOLD
1178970,,PFS
1179821,,BGI
1179929,,MOH
1180262,,HLF
1181187,,BYM
758743,,VIDE
759828,,JHI
759866,,JHS
759944,,CFG
759944,,CFG-PE
759944,,CFG-PH
760498,,BANF
760498,,BANFP
761648,,CDR-PC
761648,,CDR-PB
763532,,LYTS
763563,,CHMG
763744,,LCII
763901,,BPOP
763901,,BPOPO
763901,,BPOPM
763907,,FUNC
764038,,SSB
764065,,CLF
764180,,MO
764195,,VBIVQ
764401,,IIIN
764478,,BBY
764622,,PNW
764630,,SPEV
764897,,BRST
765207,,FNLC
765880,,DOC
766011,,CMCL
766421,,ALK
766704,,WELL
766792,,CVV
766829,,SJW
767405,,SBFG
768216,,LOGQ
768408,,CYAN
768835,,BIG
768899,,TBI
769218,,AEG
769218,,AEGOF
769218,,AEFC
769397,,ADSK
769520,,MIDD
769594,,NTTYY
769594,,NPPXF
1181504,,PZC
1181505,,PYN
1181506,,PMX
1182731,,CNNN
1183765,,MTEM
1185348,,PRAA
1187953,,CELZ
1189740,,HPF
1190370,,IVDN
1190723,,TS
1190723,,TNRSF
1190935,,PTY
1191070,,BNOX
1191832,,KNGRF
1192448,,GKOS
770460,,PFBX
771266,,KOPN
771497,,ABM
771856,,CSBR
771992,,PAAS
771992,,PAASF
771999,,DSS
772263,,NICH
772406,,CRUS
773318,,VRTC
773717,,ACRG
773840,,HON
774415,,KRFG
775057,,ALTX
775158,,OSK
775215,,HBT
776867,,WTM
776901,,INDB
778164,,ALTO
779152,,JKHY
779336,,IAF
779544,,ARKR
780571,,ITRI
1195734,,PBPB
1195737,,NEA
1195738,,NKX
1195739,,NRK
1196298,,NEPH
1199004,,FMN
1199392,,EGMCF
1200375,,CDXS
1201792,,APEI
1203464,,IAG
783324,,VGZ
783325,,WEC
783412,,DJCO
784199,,AORT
784539,,EACO
784977,,POR
785161,,EHC
785557,,DLHC
785786,,PLXS
785956,,JJSF
786035,,ASG
786298,,FGFH
786947,,ACUR
787253,,NAII
787496,,UBYH
788329,,JOUT
788611,,NTRP
788784,,PEG
788920,,PDEX
788965,,HNRG
789019,,MSFT
789460,,WKC
789570,,MGM
1205059,,REPCF
1205181,,GPFT
1205922,,VCNX
1206264,,TPX
1207179,,GLNG
1210123,,EAD
1210618,,SPI
1210677,,FA
1210708,,HSON
1211583,,FENC
1211805,,MYSZ
1212545,,WAL
1212545,,WAL-PA
1213037,,CRDF
1213660,,BIMI
1213809,,DYAI
1214816,,AXS
1214816,,AXS-PE
1214935,,NCV
1214935,,NCV-PA
789933,,NC
790051,,CSL
790273,,CONC
790359,,NBTB
790500,,FAX
790526,,RDNT
790816,,BDN
791718,,EEA
791908,,XOMA
791908,,XOMAO
791908,,XOMAP
791963,,OPY
792935,,GRST
792966,,FMAO
792987,,ASTE
793040,,ECF
793040,,ECF-PA
793074,,WERN
793306,,BDCO
793524,,REFR
793628,,CHNR
793733,,SKYW
793952,,HOG
794170,,TOL
794367,,M
794619,,AMWD
794685,,GAB
794685,,GAB-PG
794685,,GAB-PH
794685,,GAB-PK
795266,,KBH
795403,,WTS
795800,,PNRLF
796343,,ADBE
796505,,CLFD
796534,,NKSH
797465,,STLY
797468,,OXY
797468,,OXY-WT
797542,,VBIX
797564,,HSTC
797721,,VSAT
798081,,LAKE
798287,,PTSI
798354,,FI
798359,,CSR
798359,,IRET
798359,,CSR-PC
1215913,,HPS
1216583,,JPC
1217234,,CDNA
1218683,,MIGI
1219120,,AVK
1219360,,PHK
1219601,,CCK
1220754,,MODV
1221029,,CPAC
1222333,,GLD
1222401,,HYT
1222719,,CHY
1222922,,EVV
1223026,,MHI
1223389,,CONNQ
1224133,,MCHX
1224450,,RNP
1224608,,CNO
1224608,,CNO-PA
798528,,OMEX
798783,,UHT
798941,,FCNCA
798941,,FCNCB
798941,,FCNCO
798941,,FCNCP
798949,,UNTC
798949,,UNTCW
799165,,DWSN
799167,,MRTN
799195,,USA
799233,,HTLD
799288,,LE
799292,,MHO
799698,,LADX
799850,,CRMT
800166,,NGD
800240,,ODP
800365,,FUJIY
800365,,FUJIF
800457,,DGICA
800457,,DGICB
800954,,OMRNY
800954,,OMRNF
801337,,WBS
801337,,WBS-PF
801337,,WBS-PG
801961,,MFM
802257,,MITI
802481,,PPC
803016,,CFNB
803097,,SPQS
803164,,COFS
803578,,AIFF
803649,,EQC
803649,,EQC-PD
804116,,RVT
804123,,TWN
804328,,QCOM
804563,,BMBN
805267,,HQH
805676,,PRK
805928,,AXGN
1226616,,MNOV
1227073,,ERC
1227282,,SPOWF
1227476,,JQC
1227500,,EQBK
1227636,,STIM
1227654,,CMP
1227857,,NCZ
1227857,,NCZ-PA
1227862,,EMD
1228454,,BCBP
1228509,,EHI
1228627,,OCUP
1230058,,KANP
1230245,,PIPR
1230524,,LEEN
1230524,,CYAP
1230869,,ASA
1230992,,MAG
1231339,,ASRE
1231346,,SA
1231457,,GNLX
1232384,,TRP
1232384,,TNCAF
1232384,,TCANF
1232384,,TCENF
1232384,,TCEYF
1232384,,TCNCF
1232384,,TRPEF
1232384,,TRPPF
1232384,,TRPRF
1232524,,JAZZ
1232582,,AHT
1232582,,AHT-PH
1232582,,AHT-PI
1232582,,AHT-PF
1232582,,AHT-PG
1232582,,AHT-PD
1232860,,MUI
1233087,,FTF
1233681,,BLW
1234006,,GOOD
1234006,,GOODN
1234006,,GOODO
1235468,,LQDT
1235912,,CVRX
1236275,,QXO
806172,,SOTK
806517,,PMD
806628,,DNP
806968,,WPP
806968,,WPPGF
807707,,VOXX
807863,,MITK
807882,,JACK
808219,,MHGU
808219,,MHGUP
808326,,EMKR
808439,,TATT
809173,,MMT
809559,,TSI
809708,,EMF
809844,,CMU
810136,,PLAB
810332,,MESA
810509,,NAVB
810766,,CIK
810943,,PCF
810958,,CZNC
811156,,CMS
811156,,CMSA
811156,,CMSC
811156,,CMSD
811156,,CMS-PC
811211,,UNIB
811212,,THMO
811222,,CDIX
811240,,BIOL
811522,,QZMRF
811589,,FBNC
811596,,KALU
811641,,ICCC
811809,,BHP
811809,,BHPLF
811922,,MGF
812011,,MTN
812074,,OI
812152,,RDGA
812306,,PCYN
812796,,SNGX
812801,,NUV
1237831,,GMED
1239819,,LUNA
1243429,,MT
1243429,,AMSYF
1243429,,ARCXF
1244183,,PFL
1245648,,FLC
19617,,JPM
19617,,JPM-PC
19617,,JPM-PD
19617,,AMJB
19617,,JPM-PJ
19617,,JPM-PK
19617,,JPM-PL
19617,,JPM-PM
19745,,CPK
19871,,CVR
20212,,CHDN
20286,,CINF
20520,,FYBR
20639,,ABCP
21076,,CLX
21175,,CNA
21344,,KO
21535,,COHU
21665,,CL
22356,,CBSH
22444,,CMC
22701,,PEGY
23194,,CRK
23197,,CMTL
23217,,CAG
23426,,CNTHP
23426,,CNLPL
23426,,CNTHO
23426,,CNTHN
23426,,CNLHO
23426,,CNLHP
23426,,CNLTP
23426,,CNLTL
23426,,CNPWM
23426,,CNPWP
23426,,CNLPM
23426,,CNLTN
23426,,CNLHN
23795,,CTO
23795,,CTO-PA
24090,,CIA
24545,,TAP
24545,,TAP-A
24741,,GLW
25232,,CUZ
25445,,CXT
25475,,CRD-A
25475,,CRD-B
25743,,TXMD
25895,,CRWS
26058,,CTS
26172,,CMI
26324,,CW
26780,,DAN
27093,,USAU
27367,,DXR
27419,,TGT
27904,,DAL
27996,,DLX
28412,,CMA
28823,,DBD
28917,,DDS
28917,,DDT
29002,,DIOD
29332,,DXYN
29534,,DG
29644,,DCI
29905,,DOV
29952,,CHJI
29989,,OMC
30125,,INSI
30305,,DCO
30554,,CTA-PA
30554,,CTA-PB
30625,,FLS
30697,,WEN
31107,,EML
31235,,KODK
31462,,ECL
31667,,EDUC
31791,,RVTY
32604,,EMR
32621,,MSN
33002,,EBF
33185,,EFX
33213,,EQT
33488,,ESCA
33533,,ESP
33934,,CRF
33992,,KINS
34067,,BOOM
34088,,XOM
34285,,RLBY
34563,,FARM
34782,,SRCE
34903,,FRT
34903,,FRT-PC
34956,,TENX
35527,,FITB
35527,,FITBI
35527,,FITBO
35527,,FITBP
36029,,FFIN
36104,,USB
36104,,USB-PA
36104,,USB-PH
36104,,USB-PP
36104,,USB-PQ
36104,,USB-PR
36104,,USB-PS
36146,,TRMK
36270,,MTB
36270,,MTB-PH
36270,,MTB-PJ
36377,,FHB
36840,,FREVS
36966,,FHN
36966,,FHN-PB
36966,,FHN-PC
36966,,FHN-PE
36966,,FHN-PF
37472,,FLXS
813298,,DXLG
813623,,SWZ
813672,,CDNS
813716,,CIRX
813762,,IEP
813828,,PARA
813828,,PARAA
814052,,TEF
814052,,TEFOF
814083,,CLM
814453,,NWL
814547,,FICO
814549,,EBIXQ
814585,,MBI
814586,,LWAY
814676,,CPSH
814926,,CAPC
815097,,CCL
815556,,FAST
815577,,MPIR
816761,,TDC
816956,,CNMD
817720,,SYNA
818033,,HRTX
818479,,XRAY
818677,,SFDL
818686,,TEVA
818686,,TEVJF
818850,,NNY
818851,,NCA
818972,,LEO
819050,,FRTX
819793,,AIN
819913,,HALL
819926,,SEII
820027,,AMP
820313,,APH
820318,,COHR
820608,,QTXB
820771,,GFMH
821002,,GIII
821026,,ANDE
821130,,USM
821130,,UZD
821130,,UZE
821130,,UZF
821189,,EOG
821483,,PARR
1253176,,VAPO
1253327,,EVT
1253689,,GLYC
1253986,,ABR
1253986,,ABR-PD
1253986,,ABR-PE
1253986,,ABR-PF
1254370,,WIA
1254699,,QVCD
1254699,,QVCC
1257640,,KRO
1258602,,NNI
1258623,,EFR
1258943,,MAV
1259429,,OXSQ
1259429,,OXSQG
1259429,,OXSQZ
1259708,,FRA
1260041,,HTD
1260221,,TDG
1260563,,NFJ
1260729,,GDV
1260729,,GDV-PH
1260729,,GDV-PK
822370,,EMMA
822411,,IMUC
822416,,PHM
822663,,IPAR
822746,,AMNI
822818,,CLH
823277,,CHSCP
823277,,CHSCL
823277,,CHSCM
823277,,CHSCN
823277,,CHSCO
823546,,RKFL
823768,,WM
824142,,AAON
824410,,SASR
824416,,QPRC
825171,,HHHEF
825202,,FUND
825313,,AB
825322,,XDSL
825324,,GTIM
825345,,HYB
825542,,SMG
826020,,BRW
826154,,ORRF
826253,,AUSI
826675,,DX
826675,,DX-PC
826735,,MIN
827052,,EIX
827054,,MCHP
827099,,CPWR
827187,,SNBR
827773,,PPT
827871,,EGRX
827876,,CLSK
828146,,LINK
828803,,SABA
828944,,WSFS
829224,,SBUX
829323,,INUV
829325,,SPYR
829365,,NTPIF
1260990,,ONCT
1261002,,GNOLF
1261166,,NRO
1261249,,AGRX
1261249,,AGXRW
1261333,,DOCU
1261654,,UTI
1262039,,FTNT
1262104,,MEIP
1262823,,WLK
1262976,,CMPR
1263011,,EXNRF
1263043,,SHG
1263364,,COPR
1263994,,UTG
1264136,,WF
1265131,,HTH
1265521,,TRFE
1266585,,NMZ
1266806,,VANI
1267238,,AIZ
1267238,,AIZN
1267332,,IPB
1267395,,AHL-PC
1267395,,AHL-PD
1267395,,AHL-PE
1267565,,COLL
1267602,,ALIM
1267813,,MRNS
1267902,,WIW
1268533,,TYG
1268884,,IGR
1268896,,CILJF
1269026,,SINT
1269238,,TCOM
1269238,,TRPCF
1270131,,SCD
1270436,,COHN
1270523,,ETG
1271554,,ERLFF
830271,,NMI
830487,,MHF
830616,,SCIA
830622,,PIM
830656,,PBIO
831001,,C
831001,,C-PN
831259,,FCX
831378,,LVPA
831489,,SCRH
831609,,CXXIF
831609,,CWLXF
831641,,TTEK
831655,,MPV
832101,,IEX
832327,,BKT
832370,,EAXR
832428,,SSP
832480,,UTGN
832489,,GOVX
832489,,GOVXW
832988,,SIG
833021,,CIF
833040,,FT
833079,,MTH
833444,,JCI
833640,,POWI
834285,,FRBK
834365,,BLFS
835011,,MGPI
835324,,SYBT
835333,,OIA
835403,,DEO
835403,,DGEAF
835662,,AIXN
835948,,MVF
836147,,MBCN
836157,,LNN
836412,,ZTR
836564,,CPMV
836690,,ISSC
836937,,UPDC
837465,,MODG
837852,,IDEX
838131,,JMM
1272842,,AIRG
1273441,,GTE
1273685,,NYMT
1273685,,NYMTN
1273685,,NYMTI
1273685,,NYMTL
1273685,,NYMTM
1273685,,NYMTZ
1273813,,AGO
1274173,,JHG
1274494,,FSLR
1274737,,XGN
1275014,,UCTT
1275101,,BOTJ
1275158,,NDLS
1275168,,FSBC
1275187,,ANGO
1275214,,CSQ
1275477,,BMNM
1275617,,UTF
1276187,,ET
1276187,,ET-PI
1276469,,MFD
1276520,,GNW
1276531,,SCGY
1276533,,JFR
1277575,,SCGX
1277866,,EXK
1277902,,MVBF
1278021,,MKTX
1278027,,BGS
1278211,,LGI
1278680,,IAU
1278752,,MFIC
1278752,,MFICL
1278895,,CII
1279014,,ERH
1279495,,BTE
1279620,,ZDPY
1279704,,CLRB
1279715,,IWSH
1279967,,CRARY
1279967,,CRARF
1280058,,BLKB
1280263,,AMBA
1280452,,MPWR
1280776,,IMUX
1280784,,HTGC
1280784,,HCXY
1281761,,RF
1281761,,RF-PC
1281761,,RF-PB
1281761,,RF-PE
1281761,,RF-PF
1281845,,UNQL
1281895,,RCKT
1281895,,RCKTW
1281926,,ETO
1281984,,WDLF
1282224,,DLPN
1282631,,NLST
1282637,,NEU
1282648,,BATL
838875,,WVVI
838875,,WVVIP
839087,,VASO
839122,,DMF
839470,,WWR
839533,,KTF
839923,,VOD
839923,,VODPF
840489,,FCFS
840551,,TMDIF
840715,,CLRO
841533,,SRMX
842023,,TECH
842162,,LEA
